Gone,Age,BusinessTravel,DistanceFromHome,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
No,42,Travel_Rarely,2,1,Male,3,5,Manager,3,Married,18880,5,No,11,3,1,0,24,2,2,22,6,4,14
Yes,56,Travel_Rarely,7,4,Male,3,1,Laboratory Technician,3,Married,2339,8,No,11,3,4,1,14,4,1,10,9,9,8
No,41,Travel_Rarely,28,1,Female,2,4,Manufacturing Director,2,Married,13570,0,No,23,4,3,1,21,3,3,20,7,0,10
No,34,Travel_Rarely,28,4,Female,2,2,Sales Executive,3,Married,6712,1,No,21,4,4,2,8,2,3,8,7,1,7
No,36,Non-Travel,15,4,Male,1,2,Sales Executive,4,Divorced,5406,1,No,24,4,1,1,15,4,2,15,12,11,11
No,41,Travel_Rarely,3,3,Male,2,2,Sales Executive,2,Divorced,8938,2,No,11,3,3,1,14,5,3,5,4,0,4
No,32,Travel_Rarely,2,4,Male,3,1,Research Scientist,1,Single,2439,1,No,14,3,4,0,4,4,3,4,2,1,2
No,35,Travel_Rarely,26,3,Female,3,3,Human Resources,4,Single,8837,1,Yes,16,3,3,0,9,2,3,9,0,1,7
No,38,Travel_Rarely,10,1,Female,3,2,Sales Executive,4,Married,5343,1,No,11,3,3,1,10,1,3,10,7,1,9
Yes,50,Travel_Frequently,1,2,Male,3,2,Sales Executive,3,Divorced,6728,7,No,12,3,4,2,12,3,3,6,3,0,1
No,36,Travel_Rarely,11,2,Female,2,2,Sales Executive,4,Married,6652,4,No,13,3,1,1,8,2,2,6,3,0,0
No,45,Travel_Rarely,20,4,Female,3,2,Sales Executive,3,Single,4850,8,No,15,3,3,0,8,3,3,5,3,0,1
No,40,Travel_Rarely,2,3,Male,2,1,Research Scientist,3,Single,2809,2,No,14,3,4,0,8,2,3,2,2,2,2
No,35,Travel_Frequently,18,3,Male,3,2,Healthcare Representative,3,Married,5689,1,Yes,14,3,4,2,10,2,4,10,2,0,2
No,40,Travel_Rarely,2,3,Female,3,1,Research Scientist,3,Married,2001,2,No,14,3,2,3,20,2,3,5,3,0,2
No,35,Travel_Rarely,1,3,Female,1,1,Research Scientist,4,Married,2977,1,No,12,3,4,1,4,5,3,4,3,1,1
No,29,Travel_Rarely,13,4,Male,2,2,Laboratory Technician,2,Married,4025,4,Yes,13,3,1,1,10,2,3,4,3,0,3
No,29,Travel_Rarely,28,4,Female,2,1,Research Scientist,1,Single,3785,1,No,14,3,2,0,5,3,1,5,4,0,4
Yes,50,Travel_Rarely,28,4,Male,2,3,Sales Executive,1,Divorced,10854,4,Yes,13,3,2,1,20,3,3,3,2,2,0
No,39,Travel_Rarely,24,2,Female,2,4,Sales Executive,4,Married,12031,0,No,11,3,1,1,21,2,2,20,9,9,6
No,31,Non-Travel,5,2,Male,3,2,Manufacturing Director,1,Single,9936,0,No,19,3,2,0,10,2,3,9,4,1,7
No,26,Travel_Rarely,5,4,Female,2,1,Sales Representative,3,Single,2966,0,No,18,3,4,0,5,2,3,4,2,0,0
No,36,Travel_Frequently,23,3,Male,4,2,Laboratory Technician,4,Married,2571,4,No,17,3,3,1,17,3,3,5,2,0,3
No,39,Travel_Rarely,6,4,Male,2,3,Healthcare Representative,1,Married,9991,4,No,15,3,1,1,9,5,3,7,7,1,7
No,27,Travel_Rarely,4,2,Male,4,2,Manufacturing Director,2,Married,6142,1,Yes,20,4,2,1,6,0,3,6,2,0,3
No,49,Travel_Frequently,2,4,Male,2,2,Sales Executive,2,Married,5390,2,No,14,3,4,0,17,3,2,9,6,0,8
No,34,Travel_Rarely,8,2,Male,4,2,Laboratory Technician,3,Married,4404,2,No,12,3,1,0,6,3,4,4,3,1,2
